YF_Symbol,SC_NAME
531003.BO,SWARNA SECUR
531017.BO,ARIHANT SEC.
531025.BO,VISAGAR FIN 
531035.BO,JRELTD      
531041.BO,COMPETENT AU
531043.BO,DHAN JEEVAN 
531049.BO,NEELKANTH RO
531051.BO,VINTAGE SECU
531067.BO,CONTIL I LTD
531069.BO,VIJAY SOLVEX
531080.BO,SHRI KRISH  
531082.BO,ALANKIT     
531083.BO,NIHAR INFO  
531091.BO,UNITED CRED.
531092.BO,OMINFRAL    
531109.BO,ISHAN DYES  
531111.BO,GOTHI PLASCO
531112.BO,BALUFORGE   
531120.BO,PATEL ENGG. 
531126.BO,VIRTUALSOFT.
531127.BO,MENAMANI    
531129.BO,INANI MARBLE
531137.BO,GEMSTONE INV
531144.BO,EL FORGE LTD
531146.BO,MEDICAMEN BI
531147.BO,ALICON      
531153.BO,DILIGENT    
531155.BO,EPSOM PRO   
531156.BO,ALFAVISON.OV
531157.BO,ORGANIC COAT
531158.BO,CATVISION   
531161.BO,ABM KNOWLEDG
531162.BO,EMAMI LTD.  
531163.BO,KEMISTAR    
531169.BO,SKP SECURE. 
531173.BO,SYSCHEM (I) 
531175.BO,BLS INFOTE  
531176.BO,MEFCOM CAPIT
531178.BO,HEMANG      
531179.BO,ARMAN FIN   
531190.BO,TAVERNIER   
531196.BO,GAGAN POLYCO
531198.BO,DHANADACOL  
531199.BO,GLANCE FIN. 
531201.BO,SHILCHAR TEC
531209.BO,NUCLE.SOFT E
531210.BO,COLINZ LABOR
531212.BO,NLFL        
531213.BO,MANAP FIN   
531215.BO,RTS POWER CO
531216.BO,COMFORT INTE
531221.BO,MAYUR FLOOR.
531223.BO,ANJANI SYNT.
531225.BO,XTGLOBAL    
531227.BO,DECO-MICA   
531228.BO,RANDER CORP.
531233.BO,RASI ELECTRO
531234.BO,SCOOBEEDAY  
531235.BO,CITI PORT FN
531237.BO,DHRUVA CAP. 
531240.BO,SHAMROCK IND
531241.BO,LINC        
531246.BO,PRIMA IND.  
531252.BO,ANERI       
531253.BO,INDIA GELAT.
531254.BO,OPTIFIN     
531255.BO,PARAGON FIN.
531257.BO,PRATIKSHA CH
531259.BO,ESHAMEDIA   
531260.BO,REFEXRENEW  
531265.BO,PROGREXV    
531266.BO,VST TILLERS 
531268.BO,B2B SOFT.   
531273.BO,RADHE DEVLOP
531278.BO,ELIXIR      
531279.BO,TRISHAKTI EL
531280.BO,PANKAJ POLY.
531281.BO,MARBLE      
531283.BO,CINDRELLA FI
531287.BO,NAT PLASTIC 
531288.BO,LEAD FINANC 
531289.BO,NATFIT      
531297.BO,ARTEFACT PR 
531300.BO,AMIT INTNL. 
531304.BO,NUTECH GLOBA
531306.BO,DHP INDIA LT
531307.BO,RRIL        
531310.BO,AVAILABLE FI
531314.BO,INTEGRA CAP.
531322.BO,HAVISHA     
531324.BO,ROSELABS FIN
531327.BO,CHARMS INDUS
531328.BO,KRETTOSYS   
531334.BO,VIKALP SEC. 
531335.BO,ZYDUS WELL  
531337.BO,WINPRO      
531338.BO,MILE GLOBAL 
531340.BO,BERVIN INV. 
531341.BO,GUJ.INVESTA 
531344.BO,CONTAIN.CORP
531346.BO,EASTERN TRED
531349.BO,PANACEA BIOT
531352.BO,PEETI SECURT
531357.BO,MERCURYEV   
531358.BO,CHOICE INT. 
531359.BO,SHRIRAM ASSE
531360.BO,GOLECHA GLOB
531364.BO,EKANSH      
531370.BO,SPAR        
531373.BO,BYKE HOSP   
531380.BO,CENTENIAL SU
531381.BO,ARIHANT FOUN
531387.BO,HASTI FINANC
531390.BO,UPSURGE INV.
531395.BO,PADAM COTTON
531397.BO,POLYCON INT.
531398.BO,SOURCENTRL  
531399.BO,G.G.AUTOMATI
531400.BO,ALMONDZ GLO 
531402.BO,LWS KNITWEAR
531409.BO,ALCH CORP   
531411.BO,TUNI TEXTILE
531412.BO,RADIX IND   
531416.BO,NARENDRA PRO
531417.BO,MEGA CORPN. 
531420.BO,BMB MUSIC   
531426.BO,TAMIL.NEWSPR
531431.BO,SHAKTI PUMPS
531432.BO,SYSTEMATIX  
531433.BO,SUNGOLD CAP.
531437.BO,PWASML      
531439.BO,GOLDSTONE EN
531444.BO,VARDHMAN    
531449.BO,GRM OVERSEAS
531453.BO,MOHIT INDUS.
531454.BO,POLYLINK POL
531456.BO,MINAXI TEXT.
531460.BO,CONTI.CONTRL
531465.BO,NOUVEAU     
531471.BO,DUKE OFFSHOR
531472.BO,CYBELE IND  
531489.BO,CG-VAK SOFTW
531494.BO,NAVKAR      
531495.BO,BLUECOAST   
531496.BO,OMKAR OVERSE
531497.BO,MADHUCON PRJ
531499.BO,SYBLY INDS. 
531500.BO,RAJESH EXPO.
531502.BO,ESAAR (I)LTD
531503.BO,MARIS SPIN. 
531506.BO,SHUKR BULL  
531508.BO,EVEREADY (I)
531509.BO,STEP TWO COR
531512.BO,ORIENT TRADE
531515.BO,MAHAN IND.  
531518.BO,VIKASPROP   
531525.BO,ACE SOFTWARE
531529.BO,SOFTRAK VENT
531531.BO,HATSUN AGRO 
531533.BO,ACCEDERE    
531539.BO,RISHABH DIGH
531540.BO,MARUTI INFRA
531541.BO,KOBO        
531543.BO,JINDAL WORLD
531548.BO,SOMANY CRAM 
531550.BO,JHAVERI CRED
531552.BO,RAGHUNATH TO
531553.BO,DRL         
531556.BO,CORAL (I)FIN
531568.BO,ASHUTOSH PAP
531569.BO,SANJIVANI PA
531574.BO,VAS INFRA   
531578.BO,KMF BUILDERS
531582.BO,BERYL SECUR.
531583.BO,RAP MEDIA   
531585.BO,DEVINE IMPE 
531591.BO,BAMPSL SECUR
531592.BO,GENPHARMA   
531594.BO,INCON ENGG. 
531595.BO,CGCL        
531599.BO,FDC LIMITED 
531600.BO,GOGIA CAP   
531608.BO,GORANI INDUS
531613.BO,MAL         
531616.BO,STARCOM     
531624.BO,COUNTRY COND
531626.BO,OROSMITHS   
531628.BO,TEJASSVI    
531633.BO,LINCOLN PHAR
531635.BO,SILVER OAK  
531637.BO,PRAVEG      
531638.BO,SURAJ LTD   
531642.BO,MARICOLTD   
531644.BO,TOKYO FINANC
531650.BO,VAX HSG.FIN.
531651.BO,NATIONAL GEN
531652.BO,THIRDWAVE FI
531658.BO,ABATEAS     
531661.BO,HITTCO TOOLS
531663.BO,YUVRAAJHPL  
531667.BO,RRMETAL     
531668.BO,VISION CORPO
531671.BO,BISIL PLAST 
531672.BO,INANI SEC.  
531676.BO,VAGHANI     
531681.BO,AMERISE     
531686.BO,ADVIK LABORS
531688.BO,PRITHVIEXCH 
531692.BO,KHYATI MULTI
531694.BO,RAINBOW FOUN
531716.BO,TRICOMFRU   
531717.BO,VIDHIING    
531719.BO,BHAGIRA.CHEM
531723.BO,STAMPEDE CAP
531726.BO,PANCHSHEEL O
531727.BO,MENON PISTON
531737.BO,GREENCREST  
531739.BO,GENNEX LAB  
531744.BO,GINI SILK MI
531746.BO,PRAJAY ENGS.
531752.BO,BIOGEN      
531758.BO,G.K.CONSULT.
531761.BO,APOLLOPIPES 
531762.BO,UNJHA FORMUL
531768.BO,POLY MEDICUR
531771.BO,SHRADDHA    
531778.BO,KACHCHHMIN  
531779.BO,PADMANABH AL
531780.BO,KACL        
531784.BO,KCLINFRA    
531795.BO,ATUL AUTO   
531802.BO,PRERNA INFR 
531810.BO,METAL COATIN
531812.BO,SGN TELECOMS
531813.BO,GANGAPAPERS 
531814.BO,TIRUPATI SAR
531821.BO,MUNOTH FIN. 
531822.BO,RODIUM      
531832.BO,NAGAR.AGRITE
531834.BO,NATURA HUE C
531841.BO,INDUSFINL   
531842.BO,LAHOTI OVER.
531845.BO,ZENITHSTL   
531846.BO,TRINITYLEA  
531847.BO,ASIAN STAR  
531859.BO,ORIRAIL     
531861.BO,JOINDRE CAPI
531862.BO,BHARATAGRI  
531867.BO,UNITECH INTE
531869.BO,SACHETA MET.
531878.BO,ANJANI FINL 
531881.BO,GMETCOAL    
531888.BO,REXNORD ELE.
531889.BO,INTEG.TECH. 
531892.BO,KHANDWALA SE
531893.BO,SAWACA BUSI 
531900.BO,CCL INTER   
531902.BO,GALLOPENT   
531909.BO,CROISSANCE  
531913.BO,GOPAL IRON S
531917.BO,TWINSTAR SOF
531921.BO,AGAR IND COR
531923.BO,DHAMPURE SGR
531925.BO,SHANTANU SHE
531929.BO,INNOCORP L  
531930.BO,SARTHAK INDU
531931.BO,SAI CAPITAL 
531944.BO,SERVOTEACH  
531950.BO,VERTEX SEC. 
531952.BO,RIBA TEXTILS
531959.BO,NEWINFRA    
531960.BO,KASHYAP     
531962.BO,SHREMETAL   
531968.BO,IITL PROJ   
531977.BO,CHARTERLOGIS
531978.BO,AMBIKA COTTO
531979.BO,HIND ALUMIN 
531980.BO,SENTHILINFO 
531982.BO,SPECTR FOOD 
531989.BO,DECCAN POLYP
531991.BO,AMRAWOR AGRI
531994.BO,AUTO PINS(I)
531996.BO,ODYSSEY CORP
532005.BO,SAM INDUS.  
532007.BO,SHREEVAT.FIN
532011.BO,POOJA ENT   
532015.BO,GRAVITY (I) 
532022.BO,FILAT FASH  
532029.BO,SINDHU TRADE
532035.BO,UNISTAR MULT
532039.BO,ZENOTECH    
532041.BO,HINDUSTN BIO
532042.BO,FRONTL CORP 
532051.BO,SWELECT     
532053.BO,WALLFORT FIN
532054.BO,KDDL LTD    
532056.BO,ADINATH EXIM
532057.BO,ABHINAV CAP 
532067.BO,KILPEST (I) 
532070.BO,SUMUKA      
532072.BO,INTER DIGI  
532090.BO,VANDANA     
532092.BO,SAGARPROD   
532100.BO,INDO-CITY IN
532102.BO,SBEC SUGAR  
532113.BO,BRIJLAXMI LE
532123.BO,BSE  INFRA  
532124.BO,RELIAB VEN  
532134.BO,BANKBARODA  
532139.BO,G-TECH INFO.
532140.BO,MOHITE      
532141.BO,ACL         
532143.BO,SKM EGG PROD
532144.BO,WELCORP     
532145.BO,H.S.(I) LTD.
532149.BO,BNK OF INDIA
532150.BO,INDRAPRAST  
532154.BO,JOHNPHARMA  
532155.BO,GAIL (I) LTD
532156.BO,VAIBHAVGBL  
532159.BO,TRESCON     
532160.BO,GUJ.STAT.FIN
532162.BO,JK PAPER    
532163.BO,SAREGAMA (I)
532164.BO,MINOLTA FIN.
532172.BO,ADROITINFO  
532173.BO,CYBERTECH   
532174.BO,ICICI BANK  
532175.BO,CYIENT      
532178.BO,ENGINRS.(I) 
532180.BO,DHANALAK.BNK
532181.BO,GUJ.MINERAL 
532183.BO,GAYATRI SUGR
532187.BO,INDUSIND BNK
532189.BO,INDIA TOURIS
532209.BO,J & K BANK  
532210.BO,CITY UNION  
532212.BO,ARCHIES LTD 
532215.BO,AXIS BANK   
532216.BO,HB STOCKHOL.
532217.BO,SIEL FINANCL
532218.BO,SOUTH IND.BK
532219.BO,ENERGY DEV. 
532221.BO,SONATA SOFT.
532230.BO,BENGAL TEA &
532234.BO,NAT.ALUM    
532240.BO,INDIA NIPPON
532256.BO,NALWA SONS  
532259.BO,APAR INDUS. 
532268.BO,ACCELYA     
532271.BO,ORCHASP     
532275.BO,LANDMARC LEI
532281.BO,HCL TECHNO  
532284.BO,TCFC FINANCE
532285.BO,GEOJITFSL   
532286.BO,JINDAL STE  
532290.BO,BLB LTD.    
532296.BO,GLENMARK PHA
532300.BO,WOCKHARDT   
532301.BO,TATA COFFEE 
532304.BO,KJMCCORP    
532305.BO,IND-SWIFT LA
532307.BO,MELSTAR INFO
532309.BO,GEPIL       
532310.BO,SHREE RAMA  
532313.BO,MAHINDRALIFE
532315.BO,TELESYS SOFT
532320.BO,VAARAD      
532321.BO,ZYDUSLIFE   
532323.BO,SHIVA CEMENT
532324.BO,CINEVISTA   
532326.BO,INTENS TECH 
532329.BO,DANLAW TECH.
532331.BO,AJANTA PHARM
532333.BO,HB PORTFOLIO
532334.BO,HB ESTATE DE
532335.BO,AMBICA AGAR.
532336.BO,BARON INFO. 
532339.BO,COMPUCOM SOF
532340.BO,OMNI AX'S SO
532341.BO,IZMO        
532343.BO,TVS MOTOR L 
532344.BO,SOFTSOL (I) 
532345.BO,GATI LTD.   
532348.BO,SUBEX LTX   
532349.BO,TRANSPORT CO
532350.BO,PADMALAYA TE
532351.BO,AKSH OPTIFIB
532354.BO,VIRGOGLOB   
532355.BO,PICTURHOUSE 
532356.BO,TRIVENI ENGG
532357.BO,MUKTA ARTS  
532359.BO,HITKIT GLOB 
532362.BO,NAGPUR POWER
532365.BO,DYNACONS SYS
532366.BO,PNB GILTS   
532368.BO,BCG         
532369.BO,RAMCO INDS. 
532370.BO,RAMCO  SYSTM
532371.BO,TATA TELESER
532372.BO,VIRINCHI    
532373.BO,WEPSOLN     
532374.BO,STER TECH   
532375.BO,TIPSINDUSTR 
532376.BO,MRO-TEK     
532378.BO,UNIVERSAL A 
532379.BO,FIRSTFIN    
532380.BO,BABA ARTS   
532382.BO,BALAJI TELE.
532384.BO,TYCHE INDS  
532386.BO,CALIFORN.SOF
532387.BO,PRITISHN COM
532388.BO,INDIAN OVER.
532390.BO,TAJ GVK HOTL
532392.BO,CREATIVE EYE
532395.BO,AXISCADES   
532397.BO,KONNDOR     
532398.BO,UMESL       
532400.BO,BSOFT       
532402.BO,USGTECH     
532403.BO,FOURTH GEN. 
532404.BO,SAVEN TECHNO
532406.BO,AVANTEL LTD 
532407.BO,MOSCHIP     
532408.BO,MEGASOFT LTD
532410.BO,TRANSCORP IN
532411.BO,VISESH INFO.
532413.BO,CEREBRA INTE
532416.BO,MID-DAY MULT
532419.BO,SMARTLINK   
532424.BO,GODREJ CONS 
532425.BO,GENUSPRIME  
532430.BO,BF UTILI    
532432.BO,UNITD SPR   
532435.BO,SANINFRA    
532439.BO,OLECTRA     
532440.BO,MPS LTD     
532443.BO,CERA SANITAR
532444.BO,T. SPIRITUAL
532454.BO,BHARTI ARTL 
532455.BO,SHALIMAR WIR
532456.BO,COMPUAGE INF
532457.BO,GULSHAN POLY
532459.BO,FAZE3AUTO   
532460.BO,PONNI SUG(ER
532461.BO,PUNJAB NATIO
532466.BO,ORACLE FIN  
532467.BO,HAZ MUL PRO 
532468.BO,KAMAHOLDING 
532475.BO,APTECH LTD  
532477.BO,UNION BANK L
532478.BO,UNITED BREWA
532479.BO,ISMT LTD    
532481.BO,NOIDA-TOLL B
532482.BO,GRANULES (I)
532483.BO,CANARA BANK 
532485.BO,BALMER LA.IN
532486.BO,POKARNA LTD 
532488.BO,DIVI'S LAB. 
532493.BO,ASTRA MICRO 
532497.BO,RADICOKHAIT 
532500.BO,MARUTISUZUK 
532503.BO,RAJAPAMILLS 
532504.BO,NAVIN FLUORI
532505.BO,UCOBANK     
532507.BO,BAG FIL MED 
532508.BO,JSL         
532509.BO,SUPRAJIT ENG
532513.BO,TVSELE      
532514.BO,INDRA GAS   
532515.BO,TV TODAY    
532521.BO,PALRED      
532522.BO,PETRONET LNG
532523.BO,BIOCON LTD. 
532524.BO,PTC INDIA   
532525.BO,BANK MAHA   
532527.BO,RK FORGINGS 
532528.BO,DATAM GLOB  
532529.BO,NDTV        
532531.BO,STAR        
532532.BO,JAIPRA      
532538.BO,ULTRATECH CM
532539.BO,UNOMINDA    
532540.BO,TCS LTD.    
532541.BO,COFORGE     
532543.BO,GULFPETRO   
532548.BO,CENTURYPLY  
532553.BO,WELENT      
532555.BO,NTPC LTD    
532604.BO,SALSTEEL    
532605.BO,JBM AUTO    
532610.BO,DWAR SUGAR  
532612.BO,INDOCO REM  
532613.BO,VIPCLOTHNG  
532614.BO,IMPEX       
532616.BO,XCHANGING   
532617.BO,JETAIRWAYS  
532621.BO,MORARJETEX  
532624.BO,JINDALPH    
532626.BO,POCL        
532627.BO,JPPOWER     
532628.BO,3I INFOTECH 
532630.BO,GOKALDAS    
532633.BO,ALLSEC TECH 
532636.BO,IIFL        
532637.BO,MAN DRUGORG 
532638.BO,SHOPPER STOP
532640.BO,CYBER MEDIA 
532641.BO,NDL         
532642.BO,JSWHL       
532644.BO,JK CEMENT   
532645.BO,BEEYU OVERSE
532648.BO,YES BANK    
532649.BO,NECTAR LIFE 
532650.BO,MSP STEEL   
532651.BO,SPL INDS    
532652.BO,KARNATAKA BK
532654.BO,MCLEOD RUSSE
532656.BO,FACOR ALLOYS
532659.BO,IDFC        
532660.BO,VIVIMED LABS
532661.BO,RANE MADRAS 
532662.BO,HT MEDIA    
532663.BO,SASKEN      
532666.BO,FCS SOFTWARE
532667.BO,SUZLONENERGY
532668.BO,AURIONPRO SO
532670.BO,RENUKA SUGAR
532673.BO,KM SUGARMILL
532674.BO,BANNARI AMMA
532676.BO,PBA INFRASTR
532683.BO,AIAENGINEER 
532684.BO,EVEREST KANT
532686.BO,KERNEX MICRO
532687.BO,REPRO INDIA 
532689.BO,PVRINOX     
532692.BO,RADHA MADHAV
532695.BO,CELEBRITYFAS
532698.BO,NITINSPINNER
532699.BO,ROYALORCH   
532700.BO,ENT NETWORK 
532701.BO,CELLA       
532702.BO,GUJ PETRONET
532705.BO,JAGRAN PRAK 
532707.BO,DYNEMIC PRO 
532708.BO,GVK POWERINF
532710.BO,SADBHAV ENGG
532712.BO,REL COM LTD 
532713.BO,SAKUMA EXPO 
532714.BO,KEC INTERN  
532716.BO,GILLA ARBUT 
532717.BO,INDOTECHTR  
532719.BO,BL KASHYAP  
532720.BO,M&M FINANSER
532721.BO,VISA STEEL  
532722.BO,NITCO TILES 
532723.BO,MPDL        
532725.BO,SOLAR IND   
532726.BO,GALLANTT    
532728.BO,MALU PAPER  
532729.BO,UTTAM SUGAR 
532730.BO,STL GLOBAL  
532732.BO,KEWAL KIRAN 
532733.BO,SUN TVNET   
532734.BO,GODAWARI POW
532735.BO,RSYSTEMINT  
532737.BO,EMKAY GLOB F
532738.BO,TANTIA CONS 
532740.BO,LOKESH MACH 
532741.BO,KAMDHENU    
532742.BO,PAUSHAKLTD  
532744.BO,GTN TEXTILE 
532745.BO,INDICAP     
532748.BO,PRIME FOCUS 
532749.BO,ALLCARGO    
532754.BO,GMRINFRA    
532755.BO,TECH MAH    
532756.BO,CIEINDIA    
532757.BO,VOLTAMP TRAN
532759.BO,ATLANTA     
532760.BO,DEEPENR     
532761.BO,HOV SERVICES
532762.BO,ACTION CONST
532764.BO,GEECEE      
532766.BO,RICHA IND   
532767.BO,GAYATRI PROJ
532768.BO,FIEM INDS   
532771.BO,JHS SVEN    
532772.BO,DCBBANK     
532773.BO,GLOBAL VECT 
532774.BO,INSPIRISYS  
532775.BO,GTL INFRAST 
532776.BO,SHIVAM AUTO 
532777.BO,INFO EDGE   
532779.BO,TORNT POWER 
532780.BO,PARSVNATH   
532782.BO,SUTLEJ TEXT 
532783.BO,DAAWAT      
532784.BO,SOBHA       
532785.BO,RUCHIRA PAP 
532790.BO,TANLA       
532794.BO,ZEEMEDIA    
532795.BO,SITINET     
532796.BO,LUMAX TECH  
532797.BO,AUTOIND     
532798.BO,NTWK MED INV
532799.BO,HUBTOWN     
532800.BO,TV18BRDCST  
532801.BO,CAMBRIDGE   
532804.BO,TECHNOCRAFT 
532805.BO,REDINGTON   
532806.BO,AI CHAMPDNY 
532807.BO,CINELINE    
532808.BO,PGIL        
532809.BO,FSL         
532810.BO,POWER FINAN 
532811.BO,AHLUWALIA CO
532812.BO,TRANSWARRANT
532814.BO,INDIAN BANK 
532815.BO,SMS PHARMACE
532817.BO,ORIENTAL    
532820.BO,ELAND       
532822.BO,IDEA        
532825.BO,JAGJANANI   
532826.BO,RAJ TELE    
532827.BO,PAGE INDUSTR
532828.BO,AMD INDUS   
532829.BO,LEHAR       
532830.BO,ASTRAL      
532832.BO,INDBUL REAL 
532834.BO,CAMLINFINE  
532835.BO,ICRA        
532839.BO,DISH TV     
532841.BO,SAHYA INDU  
532842.BO,SREE RAYALA 
532843.BO,FORTIS      
532845.BO,TGBHOTELS   
532847.BO,HILTON MET  
532848.BO,DELTA CORP  
532850.BO,MIC ELECTRON
532851.BO,INSECTCID   
532853.BO,ASAHI SONG  
532855.BO,HARYA CAPFIN
532856.BO,TIME TECHNO 
532859.BO,HGSL        
532864.BO,NELCAST     
532866.BO,QUINTEGRA SO
532867.BO,V2RETAIL    
532868.BO,DLF LIMITED 
532869.BO,TARMAT      
532870.BO,ANKIT METAL 
532872.BO,SUNPHA ADV  
532873.BO,HOUSING DEV 
532875.BO,ALLIED DIGIT
532878.BO,ALPA LAB    
532879.BO,SIR SHADI LA
532880.BO,OMAXE LTD   
532884.BO,REFEX       
532885.BO,CENTRAL BK  
532886.BO,SEL MANUF   
532888.BO,ASIAN GRANIT
532889.BO,K.P.R. MILL 
532890.BO,TAKE SOLUT  
532891.BO,PURAVANKARA 
532892.BO,MOTILALOFS  
532893.BO,VTM LTD     
532894.BO,IWIND ENERGY
532895.BO,NAGREKA CAP 
532896.BO,MAGNUM VENT 
532898.BO,POWER GRID  
532899.BO,KAVERI SEED 
532900.BO,PAISALO     
532904.BO,SUPREME INFR
532906.BO,MAANALU     
532907.BO,ILFSENGG    
532911.BO,PARLEIND    
532915.BO,RELIGARE ENT
532916.BO,BARAK VALL  
532918.BO,RATHI BARS  
532921.BO,ADANI PORTS 
532922.BO,EDELWEISS   
532923.BO,RGL         
532924.BO,KOLTEPATIL  
532925.BO,KAUSHAL INFR
532926.BO,JYOTHYLAB   
532927.BO,ECLERX      
532928.BO,TRIL        
532929.BO,BRIGADE     
532930.BO,BGR ENERGY  
532931.BO,BURNPUR     
532932.BO,MANAKSIA LTD
532933.BO,PORWAL AUTO 
532934.BO,PPAP        
532935.BO,ARIES AGRO  
532937.BO,KUANTUM     
532939.BO,RPOWER      
532940.BO,J KUMAR INFR
532941.BO,CORDS CABLE 
532942.BO,KNR CONST   
532944.BO,ONMOBILE    
532945.BO,SEPC        
532946.BO,BANG        
532947.BO,IRB INFRA   
532951.BO,GSS INFOTECH
532952.BO,NAHAR CAP   
532953.BO,V GUARD IND 
532955.BO,RECLTD      
532957.BO,GOKAK TEXTI 
532959.BO,AJRINFRA    
532960.BO,DHANI       
532966.BO,TITAGARH    
532967.BO,KIRI DYES   
532974.BO,ABML        
532975.BO,AISHWARYA   
532976.BO,JAIBALA IND 
532977.BO,BAJAJ AUTO  
532978.BO,BAJAJ FINSE 
532980.BO,GOKUL REFOIL
532983.BO,RPG LIFESCI 
532985.BO,KOTAK SENSEX
532986.BO,NIRAJ CEMENT
532987.BO,RANE BRAKE  
532988.BO,RANE ENGVL  
532992.BO,CHL LTD     
532993.BO,SEJAL       
532994.BO,ARCHIDPLY IN
532998.BO,LEHIL       
533007.BO,LGB FORGE   
533012.BO,LANDMRK PRO 
533014.BO,SICAGEN IND 
533018.BO,SIMPLEX MIL 
533019.BO,SIMPLEX PAP 
533022.BO,20 MICRONS  
533023.BO,ZFCVINDIA   
533029.BO,ALKALI      
533033.BO,ISGEC       
533047.BO,INDIAN MET  
533048.BO,GI ENGINERG 
533056.BO,VEDAVAAG    
533080.BO,MOLDTKPACK  
533088.BO,MAH HOLIDAY 
533090.BO,EXCEL       
533093.BO,RAJ OIL     
533095.BO,BENGLA& ASM 
533096.BO,ADANI POWER 
533098.BO,NHPC        
533101.BO,SURYAMBA SP 
533104.BO,GLOBUS SPR  
533106.BO,OIL INDIA   
533107.BO,RNAVAL      
533108.BO,BHILWRA TEC 
533110.BO,SH PRECOTED 
533121.BO,EXPLEOSOL   
533122.BO,RTNPOWER    
533137.BO,DEN NETWORK 
533138.BO,ASTEC LIFE  
533146.BO,DLINK IND   
533148.BO,JSW ENERGY  
533149.BO,ESSAR SECU  
533150.BO,GODREJ PROP 
533151.BO,D B CORP    
533152.BO,MBLINFRA    
533155.BO,JUBL FOOD   
533156.BO,VASCON ENG  
533158.BO,THANGAMAYIL 
533160.BO,D B REALTY  
533161.BO,EMMBI       
533162.BO,HATHWAY CAB 
533163.BO,ARSS INFRA  
533164.BO,TEXMO PIPES 
533166.BO,SUNDARAMMUL 
533167.BO,CORO ENGG   
533168.BO,ROSSELL IND 
533169.BO,MAN INFRA   
533170.BO,TAMBOLI CAP 
533172.BO,IVZINGOLD   
533177.BO,IL&FS TRANS 
533179.BO,PERSISTENT  
533181.BO,INTRASOFT   
533189.BO,GOENKA DIAM 
533192.BO,KCP SUGAR IN
533193.BO,KIRLOSKAR EL
533202.BO,SATCH       
533203.BO,TARAPUR TRA 
533206.BO,SJVN        
533208.BO,EMAMI PAPER 
533210.BO,KRITI NUTRI 
533212.BO,GKB OPHTHA  
533217.BO,HMVL        
533218.BO,EMAMIREAL   
533227.BO,ASIAN HTL E 
533229.BO,BAJAJCON    
533230.BO,HDFCGOLD    
533239.BO,PRAKASHSTL  
533244.BO,ICICIGOLD   
533248.BO,GPPL        
533252.BO,WELSPUN INV 
533259.BO,SASTASUNDR  
533260.BO,CAREERP     
533261.BO,EROS MEDIA  
533262.BO,RAMKY INFRA 
533263.BO,GREENPOWER  
533267.BO,CANTABIL    
533268.BO,SEATV       
533269.BO,VATECH WABA 
533270.BO,BEDMUTHA IN 
533271.BO,ASHOKA      
533272.BO,JWL         
533273.BO,OBEROI REAL 
533274.BO,PRESTIGE    
533275.BO,SHAH        
533278.BO,COAL INDIA  
533282.BO,GRAVITA     
533284.BO,RPP INFRA   
533285.BO,RDB REALTY  
533286.BO,MOIL LTD    
533287.BO,ZEE LEARN   
533289.BO,KESAR TERMI 
533292.BO,A2ZINFRA    
533293.BO,KIRLOIL ENG 
533294.BO,RAVI KUMAR  
533295.BO,PUNJABNSIND 
533296.BO,FMNL        
533298.BO,SURANASOL   
533302.BO,KALYANI INV 
533303.BO,BF INVEST   
533306.BO,SUMMIT SECU 
533315.BO,INNO INVEST 
533316.BO,STEL        
533317.BO,OMKAR SPC   
533320.BO,JUBILNT IND 
533326.BO,TEXMACO RAIL
533329.BO,IND TERRAIN 
533333.BO,FINEOTEX  CH
533336.BO,DHUNINV     
533339.BO,ZEN TECH    
533343.BO,LOVABLE     
533344.BO,PTCFIN SER  
533385.BO,MON100      
533398.BO,MUTHOOT FIN 
533400.BO,FCONSUMER   
533407.BO,CIL NOVA    
533408.BO,BSLGOLDETF  
533427.BO,VMS INDUSTR 
533451.BO,KARMA ENERG 
533452.BO,DELPHIFX    
533470.BO,RUSHIL DECOR
533477.BO,ENKEI WHEEL 
533482.BO,KRIINFRA    
533506.BO,INVENTURE   
533519.BO,LNT FH      
533520.BO,YAARI       
533540.BO,TREE HOUSE  
533543.BO,BROOKS LABS 
533552.BO,RUPA & CO   
533553.BO,TD POWER    
533570.BO,AXISGOLD    
533573.BO,ALEM PHARMA 
533576.BO,VASWANI IND 
533581.BO,PG ELECTRO  
533602.BO,LESHAIND    
533605.BO,SETUINFRA   
533608.BO,RDB RASAYAN 
533629.BO,TIJARIA PPL 
533632.BO,ONELIFE CAP 
533638.BO,FLEXITUFF   
533644.BO,UJAAS       
533655.BO,TRIVENITURB 
533676.BO,INDO THAI   
533704.BO,ESSAR SHIP  
533719.BO,IDBIGOLD    
533758.BO,APL APOLLO  
533761.BO,GPT INFRA   
533896.BO,FERVENTSYN  
533941.BO,TSIL        
533982.BO,TERASOFTWARE
534060.BO,PMCFIN      
534064.BO,AIML        
534076.BO,RHIM        
534091.BO,MCX LTD     
534139.BO,SCHNEIDER   
534190.BO,OLYMPIC     
534309.BO,NBCC        
534312.BO,MT EDUCARE  
534328.BO,HEXATRADEX  
534338.BO,MAXHEIGHTS  
534369.BO,TBZ LTD     
534392.BO,VSSL        
534422.BO,LOOKS       
534425.BO,SPECIALITY R
534532.BO,LYPSA GEMS  
534563.BO,MAX ALERT   
534597.BO,RTNINDIA    
534598.BO,SEPOWER     
534600.BO,JTLIND      
534612.BO,AMTL        
534615.BO,NECC LTD    
534618.BO,WAAREERTL   
534623.BO,JUPITER INFO
534674.BO,DUCON       
