YF_Symbol,SC_NAME
CHOLAFIN.NS,CHOLAFIN
CHOLAHLDN.NS,CHOLAHLDNG
CIEINDIA.NS,CIEINDIA
CIGNITITE.NS,CIGNITITEC
CINELINE.NS,CINELINE
CINEVISTA.NS,CINEVISTA
CIPLA.NS,CIPLA
CLEAN.NS,CLEAN
CLEDUCATE.NS,CLEDUCATE
CLOUD.NS,CLOUD
CLSEL.NS,CLSEL
CMICABLES.NS,CMICABLES
CMNL.NS,CMNL
CMRSL.NS,CMRSL
CMSINFO.NS,CMSINFO
COALINDIA.NS,COALINDIA
COASTCORP.NS,COASTCORP
COCHINSHI.NS,COCHINSHIP
COFFEEDAY.NS,COFFEEDAY
COFORGE.NS,COFORGE
COLPAL.NS,COLPAL
COMPINFO.NS,COMPINFO
COMPUSOFT.NS,COMPUSOFT
CONCOR.NS,CONCOR
CONFIPET.NS,CONFIPET
CONSOFINV.NS,CONSOFINVT
CONSUMBEE.NS,CONSUMBEES
CONTI.NS,CONTI
CONTROLPR.NS,CONTROLPR
COOLCAPS.NS,COOLCAPS
CORALFINA.NS,CORALFINAC
CORDSCABL.NS,CORDSCABLE
COROMANDE.NS,COROMANDEL
COSMOFIRS.NS,COSMOFIRST
COUNCODOS.NS,COUNCODOS
CPSEETF.NS,CPSEETF
CRAFTSMAN.NS,CRAFTSMAN
CRAYONS.NS,CRAYONS
CREATIVE.NS,CREATIVE
CREATIVEY.NS,CREATIVEYE
CREDITACC.NS,CREDITACC
CREDITACC.NS,CREDITACC
CREST.NS,CREST
CRISIL.NS,CRISIL
CROMPTON.NS,CROMPTON
CROWN.NS,CROWN
CSBBANK.NS,CSBBANK
CSLFINANC.NS,CSLFINANCE
CTE.NS,CTE
CUB.NS,CUB
CUBEXTUB.NS,CUBEXTUB
CUMMINSIN.NS,CUMMINSIND
CUPID.NS,CUPID
CYBERMEDI.NS,CYBERMEDIA
CYBERTECH.NS,CYBERTECH
CYIENT.NS,CYIENT
CYIENTDLM.NS,CYIENTDLM
DAAWAT.NS,DAAWAT
DABUR.NS,DABUR
DALBHARAT.NS,DALBHARAT
DALMIASUG.NS,DALMIASUG
DAMODARIN.NS,DAMODARIND
DANGEE.NS,DANGEE
DATAMATIC.NS,DATAMATICS
DATAPATTN.NS,DATAPATTNS
DBCORP.NS,DBCORP
DBL.NS,DBL
DBOL.NS,DBOL
DBREALTY.NS,DBREALTY
DBSTOCKBR.NS,DBSTOCKBRO
DCAL.NS,DCAL
DCBBANK.NS,DCBBANK
DCI.NS,DCI
DCM.NS,DCM
DCMFINSER.NS,DCMFINSERV
DCMNVL.NS,DCMNVL
DCMSHRIRA.NS,DCMSHRIRAM
DCMSRIND.NS,DCMSRIND
DCW.NS,DCW
DCXINDIA.NS,DCXINDIA
DECCANCE.NS,DECCANCE
DEEPAKFER.NS,DEEPAKFERT
DEEPAKNTR.NS,DEEPAKNTR
DEEPENR.NS,DEEPENR
DEEPINDS.NS,DEEPINDS
DELHIVERY.NS,DELHIVERY
DELPHIFX.NS,DELPHIFX
DELTACORP.NS,DELTACORP
DELTAMAGN.NS,DELTAMAGNT
DEN.NS,DEN
DENEERS.NS,DENEERS
DENORA.NS,DENORA
DENTALKAR.NS,DENTALKART
DESTINY.NS,DESTINY
DEVIT.NS,DEVIT
DEVYANI.NS,DEVYANI
DGCONTENT.NS,DGCONTENT
DHAMPURSU.NS,DHAMPURSUG
DHANBANK.NS,DHANBANK
DHANI.NS,DHANI
DHANILOAN.NS,DHANILOANS
DHANILOAN.NS,DHANILOANS
DHANILOAN.NS,DHANILOANS
DHANILOAN.NS,DHANILOANS
DHANUKA.NS,DHANUKA
DHARMAJ.NS,DHARMAJ
DHRUV.NS,DHRUV
DHUNINV.NS,DHUNINV
DIAMONDYD.NS,DIAMONDYD
DICIND.NS,DICIND
DIGISPICE.NS,DIGISPICE
DIGJAMLMT.NS,DIGJAMLMTD
DIL.NS,DIL
DISHTV.NS,DISHTV
DIVGIITTS.NS,DIVGIITTS
DIVISLAB.NS,DIVISLAB
DIVOPPBEE.NS,DIVOPPBEES
DIXON.NS,DIXON
DJML.NS,DJML
DLF.NS,DLF
DLINKINDI.NS,DLINKINDIA
DMART.NS,DMART
DMCC.NS,DMCC
DNAMEDIA.NS,DNAMEDIA
DODLA.NS,DODLA
DOLATALGO.NS,DOLATALGO
DOLLAR.NS,DOLLAR
DOLLEX.NS,DOLLEX
DONEAR.NS,DONEAR
DPABHUSHA.NS,DPABHUSHAN
DPSCLTD.NS,DPSCLTD
DPWIRES.NS,DPWIRES
DRCSYSTEM.NS,DRCSYSTEMS
DREAMFOLK.NS,DREAMFOLKS
DREDGECOR.NS,DREDGECORP
DRL.NS,DRL
DRREDDY.NS,DRREDDY
DSPBANKET.NS,DSPBANKETF
DSPGOLDET.NS,DSPGOLDETF
DSPN50ETF.NS,DSPN50ETF
DSPNEWETF.NS,DSPNEWETF
DSPQ50ETF.NS,DSPQ50ETF
DSPSILVET.NS,DSPSILVETF
DSSL.NS,DSSL
DTIL.NS,DTIL
DUCOL.NS,DUCOL
DUCON.NS,DUCON
DUGLOBAL.NS,DUGLOBAL
DVL.NS,DVL
DWARKESH.NS,DWARKESH
DYCL.NS,DYCL
DYNAMATEC.NS,DYNAMATECH
DYNAMIC.NS,DYNAMIC
DYNPRO.NS,DYNPRO
E2E.NS,E2E
EASEMYTRI.NS,EASEMYTRIP
EASTSILK.NS,EASTSILK
EBBETF042.NS,EBBETF0425
EBBETF043.NS,EBBETF0430
EBBETF043.NS,EBBETF0431
EBBETF043.NS,EBBETF0433
EC5RG.NS,EC5RG
ECLERX.NS,ECLERX
ECLFINANC.NS,ECLFINANCE
ECLFINANC.NS,ECLFINANCE
ECLFINANC.NS,ECLFINANCE
ECLFINANC.NS,ECLFINANCE
ECLFINANC.NS,ECLFINANCE
ECLFINANC.NS,ECLFINANCE
ECLFINANC.NS,ECLFINANCE
ECLFINANC.NS,ECLFINANCE
EDELWEISS.NS,EDELWEISS
EDUCOMP.NS,EDUCOMP
EHFLNCD.NS,EHFLNCD
EHFLNCD.NS,EHFLNCD
EICHERMOT.NS,EICHERMOT
EIDPARRY.NS,EIDPARRY
EIFFL.NS,EIFFL
EIHAHOTEL.NS,EIHAHOTELS
EIHOTEL.NS,EIHOTEL
EIMCOELEC.NS,EIMCOELECO
EKC.NS,EKC
ELDEHSG.NS,ELDEHSG
ELECON.NS,ELECON
ELECTCAST.NS,ELECTCAST
ELECTHERM.NS,ELECTHERM
ELGIEQUIP.NS,ELGIEQUIP
ELGIRUBCO.NS,ELGIRUBCO
ELIN.NS,ELIN
EMAMILTD.NS,EMAMILTD
EMAMIPAP.NS,EMAMIPAP
EMAMIREAL.NS,EMAMIREAL
EMBASSY.NS,EMBASSY
EMIL.NS,EMIL
EMKAY.NS,EMKAY
EMKAYTOOL.NS,EMKAYTOOLS
EMMBI.NS,EMMBI
EMUDHRA.NS,EMUDHRA
ENDURANCE.NS,ENDURANCE
ENERGYDEV.NS,ENERGYDEV
ENGINERSI.NS,ENGINERSIN
ENIL.NS,ENIL
EPL.NS,EPL
EQUIPPP.NS,EQUIPPP
EQUITASBN.NS,EQUITASBNK
ERIS.NS,ERIS
EROSMEDIA.NS,EROSMEDIA
ESABINDIA.NS,ESABINDIA
ESCORTS.NS,ESCORTS
ESFL.NS,ESFL
ESSARSHPN.NS,ESSARSHPNG
ESSENTIA.NS,ESSENTIA
ESTER.NS,ESTER
ETHOSLTD.NS,ETHOSLTD
EUROBOND.NS,EUROBOND
EUROTEXIN.NS,EUROTEXIND
EVEREADY.NS,EVEREADY
EVERESTIN.NS,EVERESTIND
EXCEL.NS,EXCEL
EXCELINDU.NS,EXCELINDUS
EXIDEIND.NS,EXIDEIND
EXPLEOSOL.NS,EXPLEOSOL
EXXARO.NS,EXXARO
FACT.NS,FACT
FAIRCHEMO.NS,FAIRCHEMOR
FAZE3Q.NS,FAZE3Q
FCL.NS,FCL
FCONSUMER.NS,FCONSUMER
FCSSOFT.NS,FCSSOFT
FDC.NS,FDC
FEDERALBN.NS,FEDERALBNK
FEL.NS,FEL
FELDVR.NS,FELDVR
FELIX.NS,FELIX
FIBERWEB.NS,FIBERWEB
FIEMIND.NS,FIEMIND
FILATEX.NS,FILATEX
FINCABLES.NS,FINCABLES
FINEORG.NS,FINEORG
FINOPB.NS,FINOPB
FINPIPE.NS,FINPIPE
FIVESTAR.NS,FIVESTAR
FLEXITUFF.NS,FLEXITUFF
FLFL.NS,FLFL
FLUOROCHE.NS,FLUOROCHEM
FMGOETZE.NS,FMGOETZE
FMNL.NS,FMNL
FOCE.NS,FOCE
FOCUS.NS,FOCUS
FOODSIN.NS,FOODSIN
FORCEMOT.NS,FORCEMOT
FORTIS.NS,FORTIS
FOSECOIND.NS,FOSECOIND
FRETAIL.NS,FRETAIL
FROG.NS,FROG
FSC.NS,FSC
FSL.NS,FSL
FUSION.NS,FUSION
GABRIEL.NS,GABRIEL
GAEL.NS,GAEL
GAIL.NS,GAIL
GALAXYSUR.NS,GALAXYSURF
GALLANTT.NS,GALLANTT
GANDHITUB.NS,GANDHITUBE
GANECOS.NS,GANECOS
GANESHBE.NS,GANESHBE
GANESHHOU.NS,GANESHHOUC
GANGAFORG.NS,GANGAFORGE
GANGESSEC.NS,GANGESSECU
GANGOTRI.NS,GANGOTRI
GARFIBRES.NS,GARFIBRES
GATEWAY.NS,GATEWAY
GATI.NS,GATI
GAYAHWS.NS,GAYAHWS
GAYAPROJ.NS,GAYAPROJ
GEECEE.NS,GEECEE
GEEKAYWIR.NS,GEEKAYWIRE
GENCON.NS,GENCON
GENESYS.NS,GENESYS
GENSOL.NS,GENSOL
GENUSPAPE.NS,GENUSPAPER
GENUSPOWE.NS,GENUSPOWER
GEOJITFSL.NS,GEOJITFSL
GEPIL.NS,GEPIL
GESHIP.NS,GESHIP
GET&D.NS,GET&D
GFLLIMITE.NS,GFLLIMITED
GFSTEELS.NS,GFSTEELS
GHCL.NS,GHCL
GHCLTEXTI.NS,GHCLTEXTIL
GICHSGFIN.NS,GICHSGFIN
GICRE.NS,GICRE
GILLANDER.NS,GILLANDERS
GILLETTE.NS,GILLETTE
GILT5YBEE.NS,GILT5YBEES
GINNIFILA.NS,GINNIFILA
GIPCL.NS,GIPCL
GISOLUTIO.NS,GISOLUTION
GKWLIMITE.NS,GKWLIMITED
GLAND.NS,GLAND
GLAXO.NS,GLAXO
GLENMARK.NS,GLENMARK
GLFL.NS,GLFL
GLOBAL.NS,GLOBAL
GLOBALPET.NS,GLOBALPET
GLOBALVEC.NS,GLOBALVECT
GLOBE.NS,GLOBE
GLOBUSSPR.NS,GLOBUSSPR
GLS.NS,GLS
GMBREW.NS,GMBREW
GMDCLTD.NS,GMDCLTD
GMMPFAUDL.NS,GMMPFAUDLR
GMRINFRA.NS,GMRINFRA
GMRP&UI.NS,GMRP&UI
GNA.NS,GNA
GNFC.NS,GNFC
GOACARBON.NS,GOACARBON
GOCLCORP.NS,GOCLCORP
GOCOLORS.NS,GOCOLORS
GODFRYPHL.NS,GODFRYPHLP
GODHA.NS,GODHA
GODREJAGR.NS,GODREJAGRO
GODREJCP.NS,GODREJCP
GODREJIND.NS,GODREJIND
GODREJPRO.NS,GODREJPROP
GOENKA.NS,GOENKA
GOKEX.NS,GOKEX
GOKUL.NS,GOKUL
GOKULAGRO.NS,GOKULAGRO
GOLDBEES.NS,GOLDBEES
GOLDENTOB.NS,GOLDENTOBC
GOLDIAM.NS,GOLDIAM
GOLDSHARE.NS,GOLDSHARE
GOLDSTAR.NS,GOLDSTAR
GOLDTECH.NS,GOLDTECH
GOODLUCK.NS,GOODLUCK
GOODYEAR.NS,GOODYEAR
GOYALALUM.NS,GOYALALUM
GPIL.NS,GPIL
GPPL.NS,GPPL
GPTINFRA.NS,GPTINFRA
GRANULES.NS,GRANULES
GRAPHITE.NS,GRAPHITE
GRASIM.NS,GRASIM
GRAUWEIL.NS,GRAUWEIL
GRAVITA.NS,GRAVITA
GRCL.NS,GRCL
GREAVESCO.NS,GREAVESCOT
GREENCHEF.NS,GREENCHEF
GREENLAM.NS,GREENLAM
GREENPANE.NS,GREENPANEL
GREENPLY.NS,GREENPLY
GREENPOWE.NS,GREENPOWER
GRINDWELL.NS,GRINDWELL
GRINFRA.NS,GRINFRA
GRMOVER.NS,GRMOVER
GROBTEA.NS,GROBTEA
GRPLTD.NS,GRPLTD
GRSE.NS,GRSE
GRWRHITEC.NS,GRWRHITECH
GSFC.NS,GSFC
GSLSU.NS,GSLSU
GSPL.NS,GSPL
GSS.NS,GSS
GSTL.NS,GSTL
GTL.NS,GTL
GTLINFRA.NS,GTLINFRA
GTPL.NS,GTPL
GUFICBIO.NS,GUFICBIO
GUJALKALI.NS,GUJALKALI
GUJAPOLLO.NS,GUJAPOLLO
GUJGASLTD.NS,GUJGASLTD
GUJRAFFIA.NS,GUJRAFFIA
GULFOILLU.NS,GULFOILLUB
GULFPETRO.NS,GULFPETRO
GULPOLY.NS,GULPOLY
GVKPIL.NS,GVKPIL
HAL.NS,HAL
HAPPSTMND.NS,HAPPSTMNDS
HARDWYN.NS,HARDWYN
HARIOMPIP.NS,HARIOMPIPE
HARRMALAY.NS,HARRMALAYA
HARSHA.NS,HARSHA
HATHWAY.NS,HATHWAY
HATSUN.NS,HATSUN
HAVELLS.NS,HAVELLS
HAVISHA.NS,HAVISHA
HBLPOWER.NS,HBLPOWER
HBSL.NS,HBSL
HCC.NS,HCC
HCG.NS,HCG
HCL-INSYS.NS,HCL-INSYS
HCLTECH.NS,HCLTECH
HDFC.NS,HDFC
HDFC.NS,HDFC
HDFCAMC.NS,HDFCAMC
HDFCBANK.NS,HDFCBANK
HDFCBSE50.NS,HDFCBSE500
HDFCGOLD.NS,HDFCGOLD
HDFCGROWT.NS,HDFCGROWTH
HDFCLIFE.NS,HDFCLIFE
HDFCLOWVO.NS,HDFCLOWVOL
HDFCMID15.NS,HDFCMID150
HDFCMOMEN.NS,HDFCMOMENT
HDFCNEXT5.NS,HDFCNEXT50
HDFCNIF10.NS,HDFCNIF100
HDFCNIFBA.NS,HDFCNIFBAN
HDFCNIFIT.NS,HDFCNIFIT
HDFCNIFTY.NS,HDFCNIFTY
HDFCPVTBA.NS,HDFCPVTBAN
HDFCQUAL.NS,HDFCQUAL
HDFCSENSE.NS,HDFCSENSEX
HDFCSILVE.NS,HDFCSILVER
HDFCSML25.NS,HDFCSML250
HDFCVALUE.NS,HDFCVALUE
HDIL.NS,HDIL
HEADSUP.NS,HEADSUP
HEALTHY.NS,HEALTHY
HECPROJEC.NS,HECPROJECT
HEG.NS,HEG
HEIDELBER.NS,HEIDELBERG
HEMIPROP.NS,HEMIPROP
HERANBA.NS,HERANBA
HERCULES.NS,HERCULES
HERITGFOO.NS,HERITGFOOD
HEROMOTOC.NS,HEROMOTOCO
HESTERBIO.NS,HESTERBIO
HEUBACHIN.NS,HEUBACHIND
HEXATRADE.NS,HEXATRADEX
HFCL.NS,HFCL
HGINFRA.NS,HGINFRA
HGS.NS,HGS
HIKAL.NS,HIKAL
HIL.NS,HIL
HILTON.NS,HILTON
HIMATSEID.NS,HIMATSEIDE
HINDALCO.NS,HINDALCO
HINDCOMPO.NS,HINDCOMPOS
HINDCON.NS,HINDCON
HINDCOPPE.NS,HINDCOPPER
HINDMOTOR.NS,HINDMOTORS
HINDNATGL.NS,HINDNATGLS
HINDOILEX.NS,HINDOILEXP
HINDPETRO.NS,HINDPETRO
HINDUNILV.NS,HINDUNILVR
HINDWAREA.NS,HINDWAREAP
HINDZINC.NS,HINDZINC
HIRECT.NS,HIRECT
HISARMETA.NS,HISARMETAL
HITECH.NS,HITECH
HITECHCOR.NS,HITECHCORP
HITECHGEA.NS,HITECHGEAR
HLEGLAS.NS,HLEGLAS
HLVLTD.NS,HLVLTD
HMAAGRO.NS,HMAAGRO
HMT.NS,HMT
HMVL.NS,HMVL
HNDFDS.NS,HNDFDS
HNGSNGBEE.NS,HNGSNGBEES
HOMEFIRST.NS,HOMEFIRST
HOMESFY.NS,HOMESFY
HONAUT.NS,HONAUT
HONDAPOWE.NS,HONDAPOWER
HOVS.NS,HOVS
HPAL.NS,HPAL
HPIL.NS,HPIL
HPL.NS,HPL
HSCL.NS,HSCL
HTMEDIA.NS,HTMEDIA
HUBTOWN.NS,HUBTOWN
HUDCO.NS,HUDCO
HUDCO.NS,HUDCO
HUDCO.NS,HUDCO
HUDCO.NS,HUDCO
HUDCO.NS,HUDCO
HUDCO.NS,HUDCO
HUDCO.NS,HUDCO
HUHTAMAKI.NS,HUHTAMAKI
HYBRIDFIN.NS,HYBRIDFIN
IBMFNIFTY.NS,IBMFNIFTY
IBREALEST.NS,IBREALEST
IBUCCREDI.NS,IBUCCREDIT
IBUCCREDI.NS,IBUCCREDIT
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
IBULHSGFI.NS,IBULHSGFIN
ICDSLTD.NS,ICDSLTD
ICEMAKE.NS,ICEMAKE
ICICI10GS.NS,ICICI10GS
ICICI500.NS,ICICI500
ICICI5GSE.NS,ICICI5GSEC
ICICIALPL.NS,ICICIALPLV
ICICIAUTO.NS,ICICIAUTO
ICICIB22.NS,ICICIB22
ICICIBANK.NS,ICICIBANK
ICICIBANK.NS,ICICIBANKN
ICICIBANK.NS,ICICIBANKP
ICICICOMM.NS,ICICICOMMO
ICICICONS.NS,ICICICONSU
ICICIFIN.NS,ICICIFIN
ICICIFMCG.NS,ICICIFMCG
ICICIGI.NS,ICICIGI
ICICIGOLD.NS,ICICIGOLD
ICICIINFR.NS,ICICIINFRA
ICICILIQ.NS,ICICILIQ
ICICILOVO.NS,ICICILOVOL
ICICIM150.NS,ICICIM150
ICICIMCAP.NS,ICICIMCAP
ICICIMOM3.NS,ICICIMOM30
ICICINF10.NS,ICICINF100
ICICINIFT.NS,ICICINIFTY
ICICINV20.NS,ICICINV20
ICICINXT5.NS,ICICINXT50
ICICIPHAR.NS,ICICIPHARM
ICICIPRUL.NS,ICICIPRULI
ICICISENS.NS,ICICISENSX
ICICISILV.NS,ICICISILVE
ICICITECH.NS,ICICITECH
ICIL.NS,ICIL
ICRA.NS,ICRA
IDBI.NS,IDBI
IDBIGOLD.NS,IDBIGOLD
IDEA.NS,IDEA
IDEAFORGE.NS,IDEAFORGE
IDFC.NS,IDFC
IDFCFIRST.NS,IDFCFIRSTB
IDFNIFTYE.NS,IDFNIFTYET
IEL.NS,IEL
IEX.NS,IEX
IFBAGRO.NS,IFBAGRO
IFBIND.NS,IFBIND
IFCI.NS,IFCI
IFCI.NS,IFCI
IFCI.NS,IFCI
IFCI.NS,IFCI
IFGLEXPOR.NS,IFGLEXPOR
IGARASHI.NS,IGARASHI
IGL.NS,IGL
IGPL.NS,IGPL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFL.NS,IIFL
IIFLSEC.NS,IIFLSEC
IIHFL.NS,IIHFL
IIHFL.NS,IIHFL
IIHFL.NS,IIHFL
IIHFL.NS,IIHFL
IIHFL.NS,IIHFL
IITL.NS,IITL
IKIO.NS,IKIO
IL&FSENGG.NS,IL&FSENGG
IL&FSTRAN.NS,IL&FSTRANS
IMAGICAA.NS,IMAGICAA
IMC1.NS,IMC1
IMC1.NS,IMC1
IMC1.NS,IMC1
IMFA.NS,IMFA
IMPAL.NS,IMPAL
IMPEXFERR.NS,IMPEXFERRO
INCREDFIN.NS,INCREDFIN
INCREDFIN.NS,INCREDFIN
INCREDIBL.NS,INCREDIBLE
INDBANK.NS,INDBANK
INDHOTEL.NS,INDHOTEL
INDIACEM.NS,INDIACEM
INDIAGLYC.NS,INDIAGLYCO
INDIAMART.NS,INDIAMART
INDIANB.NS,INDIANB
INDIANCAR.NS,INDIANCARD
INDIANHUM.NS,INDIANHUME
INDIGO.NS,INDIGO
INDIGOPNT.NS,INDIGOPNTS
INDIGRID.NS,INDIGRID
INDIGRID.NS,INDIGRID
INDIGRID.NS,INDIGRID
INDLMETER.NS,INDLMETER
INDNIPPON.NS,INDNIPPON
INDOAMIN.NS,INDOAMIN
INDOBORAX.NS,INDOBORAX
INDOCO.NS,INDOCO
INDORAMA.NS,INDORAMA
INDOSTAR.NS,INDOSTAR
INDOTECH.NS,INDOTECH
INDOTHAI.NS,INDOTHAI
INDOWIND.NS,INDOWIND
INDRAMEDC.NS,INDRAMEDCO
INDSWFTLA.NS,INDSWFTLAB
INDSWFTLT.NS,INDSWFTLTD
INDTERRAI.NS,INDTERRAIN
INDUSINDB.NS,INDUSINDBK
INDUSTOWE.NS,INDUSTOWER
INFIBEAM.NS,INFIBEAM
INFINIUM.NS,INFINIUM
INFOBEAN.NS,INFOBEAN
INFOLLION.NS,INFOLLION
INFOMEDIA.NS,INFOMEDIA
INFRABEES.NS,INFRABEES
INFY.NS,INFY
INGERRAND.NS,INGERRAND
INNOVANA.NS,INNOVANA
INNOVATIV.NS,INNOVATIVE
INOXGREEN.NS,INOXGREEN
INOXWIND.NS,INOXWIND
INSECTICI.NS,INSECTICID
INSPIRISY.NS,INSPIRISYS
INTELLECT.NS,INTELLECT
INTENTECH.NS,INTENTECH
INTLCONV.NS,INTLCONV
INVENTURE.NS,INVENTURE
IOB.NS,IOB
IOC.NS,IOC
IOLCP.NS,IOLCP
IONEXCHAN.NS,IONEXCHANG
IPCALAB.NS,IPCALAB
IPL.NS,IPL
IPSL.NS,IPSL
IRB.NS,IRB
IRBINVIT.NS,IRBINVIT
IRCON.NS,IRCON
IRCTC.NS,IRCTC
IREDA.NS,IREDA
IRFC.NS,IRFC
IRFC.NS,IRFC
IRFC.NS,IRFC
IRFC.NS,IRFC
IRFC.NS,IRFC
IRFC.NS,IRFC
IRFC.NS,IRFC
IRFC.NS,IRFC
IRFC.NS,IRFC
IRIS.NS,IRIS
IRISDOREM.NS,IRISDOREME
ISEC.NS,ISEC
ISFT.NS,ISFT
ISGEC.NS,ISGEC
ISMTLTD.NS,ISMTLTD
ITBEES.NS,ITBEES
ITC.NS,ITC
ITDC.NS,ITDC
ITDCEM.NS,ITDCEM
ITI.NS,ITI
IVC.NS,IVC
IVP.NS,IVP
IVZINGOLD.NS,IVZINGOLD
IVZINNIFT.NS,IVZINNIFTY
IWEL.NS,IWEL
IZMO.NS,IZMO
J&KBANK.NS,J&KBANK
JAGRAN.NS,JAGRAN
JAGSNPHAR.NS,JAGSNPHARM
JAIBALAJI.NS,JAIBALAJI
JAICORPLT.NS,JAICORPLTD
JAINAM.NS,JAINAM
JAIPURKUR.NS,JAIPURKURT
JALAN.NS,JALAN
JAMNAAUTO.NS,JAMNAAUTO
JASH.NS,JASH
JAYAGROGN.NS,JAYAGROGN
JAYBARMAR.NS,JAYBARMARU
JAYNECOIN.NS,JAYNECOIND
JAYSREETE.NS,JAYSREETEA
JBCHEPHAR.NS,JBCHEPHARM
JBFIND.NS,JBFIND
JBMA.NS,JBMA
JCHAC.NS,JCHAC
JETAIRWAY.NS,JETAIRWAYS
JETFREIGH.NS,JETFREIGHT
JFLLIFE.NS,JFLLIFE
JHS.NS,JHS
JINDALPHO.NS,JINDALPHOT
JINDALPOL.NS,JINDALPOLY
JINDALSAW.NS,JINDALSAW
JINDALSTE.NS,JINDALSTEL
JINDRILL.NS,JINDRILL
JINDWORLD.NS,JINDWORLD
JISLDVREQ.NS,JISLDVREQS
JISLJALEQ.NS,JISLJALEQS
JITFINFRA.NS,JITFINFRA
JKCEMENT.NS,JKCEMENT
JKIL.NS,JKIL
JKLAKSHMI.NS,JKLAKSHMI
JKPAPER.NS,JKPAPER
JKTYRE.NS,JKTYRE
JMA.NS,JMA
JMFINANCI.NS,JMFINANCIL
JOCIL.NS,JOCIL
JPASSOCIA.NS,JPASSOCIAT
JPOLYINVS.NS,JPOLYINVST
JPPOWER.NS,JPPOWER
JSL.NS,JSL
JSLL.NS,JSLL
JSWENERGY.NS,JSWENERGY
JSWHL.NS,JSWHL
JSWISPL.NS,JSWISPL
JSWSTEEL.NS,JSWSTEEL
JTEKTINDI.NS,JTEKTINDIA
JTLIND.NS,JTLIND
JUBLFOOD.NS,JUBLFOOD
JUBLINDS.NS,JUBLINDS
JUBLINGRE.NS,JUBLINGREA
JUBLPHARM.NS,JUBLPHARMA
JUNIORBEE.NS,JUNIORBEES
JUSTDIAL.NS,JUSTDIAL
JWL.NS,JWL
JYOTHYLAB.NS,JYOTHYLAB
JYOTISTRU.NS,JYOTISTRUC
KABRAEXTR.NS,KABRAEXTRU
KAJARIACE.NS,KAJARIACER
KAKATCEM.NS,KAKATCEM
KALYANIFR.NS,KALYANIFRG
KALYANKJI.NS,KALYANKJIL
KAMATHOTE.NS,KAMATHOTEL
KAMDHENU.NS,KAMDHENU
KAMOPAINT.NS,KAMOPAINTS
KANANIIND.NS,KANANIIND
KANDARP.NS,KANDARP
KANORICHE.NS,KANORICHEM
KANPRPLA.NS,KANPRPLA
KANSAINER.NS,KANSAINER
KAPSTON.NS,KAPSTON
KARMAENG.NS,KARMAENG
KARURVYSY.NS,KARURVYSYA
KAUSHALYA.NS,KAUSHALYA
KAVVERITE.NS,KAVVERITEL
KAYA.NS,KAYA
KAYNES.NS,KAYNES
KBCGLOBAL.NS,KBCGLOBAL
KCK.NS,KCK
KCP.NS,KCP
KCPSUGIND.NS,KCPSUGIND
KDDL.NS,KDDL
KDL.NS,KDL
KEC.NS,KEC
KECL.NS,KECL
KEI.NS,KEI
KELLTONTE.NS,KELLTONTEC
KENNAMET.NS,KENNAMET
KERNEX.NS,KERNEX
KESORAMIN.NS,KESORAMIND
KEYFINSER.NS,KEYFINSERV
KFINTECH.NS,KFINTECH
KHADIM.NS,KHADIM
KHAICHEM.NS,KHAICHEM
KHAITANLT.NS,KHAITANLTD
KHANDSE.NS,KHANDSE
KICL.NS,KICL
KILITCH.NS,KILITCH
KIMS.NS,KIMS
KINGFA.NS,KINGFA
KIOCL.NS,KIOCL
KIRIINDUS.NS,KIRIINDUS
KIRLFER.NS,KIRLFER
KIRLOSBRO.NS,KIRLOSBROS
KIRLOSENG.NS,KIRLOSENG
KIRLOSIND.NS,KIRLOSIND
KIRLPNU.NS,KIRLPNU
KITEX.NS,KITEX
KKCL.NS,KKCL
KKVAPOW.NS,KKVAPOW
KMSUGAR.NS,KMSUGAR
KNAGRI.NS,KNAGRI
KNRCON.NS,KNRCON
KOHINOOR.NS,KOHINOOR
KOKUYOCML.NS,KOKUYOCMLN
KOLTEPATI.NS,KOLTEPATIL
KOPRAN.NS,KOPRAN
KORE.NS,KORE
KOTAKALPH.NS,KOTAKALPHA
KOTAKBANK.NS,KOTAKBANK
KOTAKBKET.NS,KOTAKBKETF
KOTAKCONS.NS,KOTAKCONS
KOTAKGOLD.NS,KOTAKGOLD
